2 Samuel,23,21,"Benaiah also killed a big Egyptian soldier. The Egyptian had a spear in his hand, and Benaiah only had a club. He grabbed the spear in the Egyptian’s hands and took it away from him. Then Benaiah killed the Egyptian with his own spear."
2 Samuel,23,22,Benaiah son of Jehoiada did many more brave things like that. He was as famous as the Three Heroes.
2 Samuel,23,23,"Benaiah was even more famous than the Thirty Heroes, but he did not become a member of the Three Heroes. David made Benaiah the leader of his bodyguards."
2 Samuel,23,24,"The following men were among the Thirty Heroes:
Asahel, the brother of Joab;
Elhanan son of Dodo from Bethlehem"
2 Samuel,23,25,"Shammah the Harodite;
Elika the Harodite"
2 Samuel,23,26,"Helez the Paltite;
Ira son of Ikkesh from Tekoa"
2 Samuel,23,27,"Abiezer from Anathoth;
Mebunnai the Hushathite"
2 Samuel,23,28,"Zalmon the Ahohite;
Maharai from Netophah"
2 Samuel,23,29,"Heled son of Baanah from Netophah;
Ithai son of Ribai from Gibeah of Benjamin"
2 Samuel,23,30,"Benaiah the Pirathonite;
Hiddai from the Brooks of Gaash"
2 Samuel,23,31,"Abi Albon the Arbathite;
Azmaveth the Barhumite"
2 Samuel,23,32,"Eliahba the Shaalbonite;
the sons of Jashen;
Jonathan"
2 Samuel,23,33,"the son of Shammah from Harar;
Ahiam son of Sharar from Harar"
2 Samuel,23,34,"Eliphelet son of Ahasbai the Maacathite;
Eliam son of Ahithophel the Gilonite"
2 Samuel,23,35,"Hezro the Carmelite;
Paarai the Arbite"
2 Samuel,23,36,"Igal son of Nathan of Zobah;
Bani the Gadite"
2 Samuel,23,37,"Zelek the Ammonite;
Naharai from Beeroth (Naharai carried the armor for Joab son of Zeruiah)"
2 Samuel,23,38,"Ira the Ithrite;
Gareb the Ithrite"
2 Samuel,23,39,"and Uriah the Hittite.
There were 37 in all."
2 Samuel,24,1,"The LORD was angry with Israel again. He caused David to turn against the Israelites. He told David, “Go count the people of Israel and Judah.”"
2 Samuel,24,2,"King David said to Joab, the captain of the army, “Go through all the tribes of Israel from Dan to Beersheba, and count the people. Then I will know how many people there are.”"
2 Samuel,24,3,"But Joab said to the king, “May the LORD your God give you 100 times as many people, no matter how many there are! And may your eyes see this thing happen. But why do you want to do this?”"
2 Samuel,24,4,King David strongly commanded Joab and the other captains of the army to count the people. So they went out from the king to count the people of Israel.
2 Samuel,24,5,"After they crossed over the Jordan River, they made their camp in Aroer on the right side of the city. (The city is in the middle of the valley of Gad, on the way to Jazer.)"
2 Samuel,24,6,"Then they went east to Gilead, all the way to Tahtim Hodshi. Then they went north to Dan Jaan and around to Sidon."
2 Samuel,24,7,They went to the fort of Tyre. They went to all the cities of the Hivites and of the Canaanites. Then they went south to Beersheba in the southern part of Judah.
2 Samuel,24,8,It took them nine months and 20 days for them to go through the country. After nine months and 20 days they came back to Jerusalem.
2 Samuel,24,9,"Joab gave the list of the people to the king. There were 800,000 men in Israel who could use the sword. And there were 500,000 men in Judah."
2 Samuel,24,10,"David felt ashamed after he had counted the people and said to the LORD, “I have sinned greatly in what I did! , “I have sinned greatly in what I did! LORD, I beg you, forgive me for my sin. I have been very foolish.”"
2 Samuel,24,11,"When David got up in the morning, the LORD gave this message to Gad, David’s seer"
2 Samuel,24,12,"“Go and tell David, ‘This is what the LORD says: There are three ways you can be punished. Choose the one you want.’”"
2 Samuel,24,13,"So Gad went to David and said to him, “Choose one of these three: seven years of famine for you and your country, being chased by your enemies for three months, or three days of disease in your country. Think about it, and decide which one you want. I must give your answer to the one who sent me.”"
2 Samuel,24,14,"David said to Gad, “This is a terrible situation to be in. But it would be better to be punished by the LORD than by anyone else, because he is very merciful.”"
2 Samuel,24,15,"So the LORD sent a disease against Israel. It began in the morning and continued until the chosen time to stop. From Dan to Beersheba 70,000 people died."
2 Samuel,24,16,"The angel raised his arm over Jerusalem and was ready to destroy it, but the LORD felt very sorry about the bad things that had happened. He said to the angel who destroyed the people, “That’s enough! Put down your arm.” The felt very sorry about the bad things that had happened. He said to the angel who destroyed the people, “That’s enough! Put down your arm.” The LORD’s angel was by the threshing floor of Araunah the Jebusite."
2 Samuel,24,17,"When he saw the angel who killed the people, David spoke to the LORD. David said, “I sinned! I did wrong! And these people only did what I told them—they only followed me like sheep. They did nothing wrong. Please let your punishment be against me and my father’s family.”"
2 Samuel,24,18,"That day Gad came to David and said, “Go and build an altar to the LORD on the threshing floor of Araunah the Jebusite.”"
2 Samuel,24,19,So David did what Gad told him to. David did what the LORD wanted and went to see Araunah.
2 Samuel,24,20,Araunah looked and saw King David and his officers coming to him. Araunah went out and bowed his face to the ground.
2 Samuel,24,21,"He said, “Why has my lord and king come to me?”
David answered, “I came to buy the threshing floor from you. Then I can build an altar to the LORD. Then the disease will stop.”"
2 Samuel,24,22,"Araunah said to David, “My lord and king, you can take anything you want for a sacrifice. Here are some oxen for the burnt offering, and the threshing boards and the yokes for the wood."
2 Samuel,24,23,"O King, I give everything to you!” Araunah also said to the king, “May the LORD your God be pleased with you.”"
2 Samuel,24,24,"But the king said to Araunah, “No! I must pay you for everything. I will not offer burnt offerings to the LORD my God that cost me nothing.”
So David bought the threshing floor and the oxen for 50 shekels of silver."
2 Samuel,24,25,"Then David built an altar to the LORD there and offered burnt offerings and peace offerings.
The LORD answered his prayer for the country. He stopped the disease in Israel."
